Record Type,School,Charter Yes/No,Public Yes/No,Street City,Street Zip,
School,Fontana High,N,Y,Fontana,92335-5510,
School,Henry J. Kaiser High,N,Y,Fontana,92337-7113,
School,Jurupa Hills High,N,Y,Fontana,92337-7435,
School,Living Way Academy,N,N,Fontana,92335-3848,
School,St. Joseph's Academy,N,N,Fontana,92336-3182,
School,Stoneridge Preparatory School,N,N,Fontana,92335-3991,
School,Summit High,N,Y,Fontana,92336-4605,
School,T.R.U.T.H. Chriatian Academy,N,N,Fontana,92335-4202,
School,Vizcarra,N,N,Fontana,92336-2552,
School,Academy of Careers and Exploration,Y,Y,Helendale,92342,
School,Empire Springs Charter,Y,Y,Temecula,92590-2698,
School,Excel Academy Charter,Y,Y,Irvine,92618-2339,
School,Independence Charter Academy,Y,Y,Helendale,92342,
School,Sage Oak Charter,Y,Y,Redlands,92373-3913,
School,Vista Norte Public Charter,Y,Y,Rialto,92376-3506,
School,Canyon Ridge High,N,Y,Hesperia,92344-5566,
School,Cedar Life Academy,N,N,Walnut Creek,94596,
School,Encore Jr./Sr. High School for the Performing and Visual Arts,Y,Y,Hesperia,92345-5139,
School,Hesperia Christian,N,N,Hesperia,92345-6008,
School,Hesperia High,N,Y,Hesperia,92345-3643,
School,Lighthouse Church School,N,N,Hesperia,92345-2345,
School,Mirus Secondary,Y,Y,Hesperia,92345-4675,
School,Mojave High,N,Y,Hesperia,92345-2133,
School,Oak Hills High,N,Y,Oak Hills,92344-8713,
School,Shadow Ridge,N,Y,Hesperia,92345-3461,
School,Sultana High,N,Y,Hesperia,92345-6567,
School,Summit Leadership Academy-High Desert,Y,Y,Hesperia,92345-5566,
School,University Careers & Sports Academy,N,N,Hesperia,92345-2129,
School,Alta Vista Innovation High,Y,Y,Hesperia,92345-1426,
School,Elite Academic Academy - Lucerne,Y,Y,Temecula,92590-5526,
School,Gorman Learning Center San Bernardino/Santa Clarita,Y,Y,Santa Clarita,91387-3239,
School,Granite Mountain Charter,Y,Y,Lucerne Valley,92356-8133,
School,Lucerne Valley High,N,Y,Lucerne Valley,92356-7678,
School,Mountain View High,N,Y,Lucerne Valley,92356-8133,
School,Sky Mountain Charter,Y,Y,Placerville,95667-5729,
School,Virtual Preparatory Academy at Lucerne,Y,Y,Lucerne Valley,92356-8133,
School,Apostolic Christian Academy,N,N,Twentynine Palms,92277-1892,
School,Black Rock Alternative/Continuation,N,Y,Yucca Valley,92284-5996,
School,Boston,N,N,Joshua Tree,92252-1425,
School,Coffield Clan Center for Care and Learning,N,N,Twentynine Palms,92277-9307,
School,CUSTODIO HOME ACADEMY,N,N,Yucca Valley,92284-2786,
School,Grace Christian School,N,N,Yucca Valley,92284-5750,
School,Joshua Springs Academy,N,N,Yucca Valley,92284-4124,
School,Joshua Springs Christian School,N,N,Yucca Valley,92284-4124,
School,Joshua Tree Academics,N,N,Joshua Tree,92252-3212,
School,Twentynine Palms High,N,Y,Twentynine Palms,92277-0980,
School,Yucca Valley High,N,Y,Yucca Valley,92284-3624,
School,Montecito Baptist School,N,N,Ontario,91761-6503,
School,Port View Preparatory - Ontario,N,N,Ontario,91761-2335,
School,Educational Training Center,N,Y,Needles,92363-2842,
School,Needles High,N,Y,Needles,92363-2842,
School,Duke high school,N,N,Ontario,91764-1010,
School,Online Academy,N,Y,Ontario,91761-4408,
School,Orion International Academy,N,N,Ontario,91762-4512,
School,San Antonio Christian School,N,N,Ontario,91764-1234,
School,Mojave River Academy - Gold Canyon,Y,Y,Fontana,92335-8200,
School,Mojave River Academy - Marble City,Y,Y,Phelan,92371-8271,
School,Mojave River Academy - National Trails,Y,Y,Colton,92324-3923,
School,Mojave River Academy - Oro Grande,Y,Y,Victorville,92392-8506,
School,Mojave River Academy - Rockview Park,Y,Y,Hesperia,92345-4664,
School,Mojave River Academy - Route 66,Y,Y,Victorville,92595-3965,
School,Mojave River Academy - Silver Mountain,Y,Y,Barstow,92311-3711,
School,Riverside Preparatory,Y,Y,Oro Grande,92368,
School,Arrowhead Christian Academy-Upper School-Redlands Christian School,N,N,Redlands,92373-5437,
School,California Academy,N,N,Redlands,92373-6534,
School,Citrus Valley Christian Academy Educational Services,N,N,Redlands,92374-3994,
School,Citrus Valley High,N,Y,Redlands,92374-1509,
School,Grove,Y,Y,Redlands,92373-5385,
School,Hope Center Academy,N,N,Redlands,92374-6327,
School,Hope Christian School,N,N,Redlands,92374-3802,
School,Loma Linda Academy,N,N,Loma Linda,92354-2104,
School,Orangewood High (Continuation),N,Y,Redlands,92374-3071,
School,Redlands Adventist Academy,N,N,Redlands,92373-4439,
School,Redlands eAcademy,N,Y,Redlands,92374,
School,Redlands East Valley High,N,Y,Redlands,92374-8290,
School,Redlands Senior High,N,Y,Redlands,92374-5399,
School,California Tech. University H.S,N,N,Riverside,92335-4967,
School,Dr. John H. Milor High Continuation,N,Y,Rialto,92376-6926,
School,Eisenhower High,N,Y,Rialto,92376-3201,
School,Indigenous learning,N,N,Rialto,92376-3924,
School,Lighthouse Christian Academy,N,N,Rialto,92373-7467,
School,Mountains K-12 Private School,N,N,Rialto,92376-6667,
School,Muhammad University of Islam,N,N,Rialto,92376-3512,
School,Rialto High,N,Y,Rialto,92376-7207,
School,Wilmer Amina Carter High,N,Y,Rialto,92377-8446,
School,Zupanic High,N,Y,Rialto,92376-6926,
School,Faith Academy Lake Arrowhead,N,N,Lake Arrowhead,92352-0910,
School,Lake Arrowhead Christian School,N,N,Twin Peaks,92391-0870,
School,Mountain High,N,Y,Lake Arrowhead,92325,
School,Redwood Ridge Academy,N,N,Crestline,92325,
School,Rim of the World Senior High,N,Y,Lake Arrowhead,92352-0430,
School,Rim Virtual Academy,N,Y,Lake Arrowhead,92352,
School,Alternative Learning Center,N,Y,San Bernardino,92404-3269,
School,Aquinas High School,N,N,San Bernardino,92404-3457,
School,Arroyo Valley High,N,Y,San Bernardino,92411-1650,
School,ASA Charter,Y,Y,San Bernardino,92405,
School,Cajon High,N,Y,San Bernardino,92407-2932,
School,Dikaios Christian Academy,N,N,San  Bernardino,92405-3354,
School,Entrepreneur High,Y,Y,Highland,92346-2111,
School,Gateway Education Center,N,N,San Bernardino,92407-2912,
School,Indian Springs High,N,Y,San Bernardino,92410-4669,
School,Middle College High,N,Y,San Bernardino,92410-2704,
School,Options for Youth-San Bernardino,Y,Y,San Bernardino,92408,
School,Pacific High,N,Y,San Bernardino,92404-6228,
School,Provisional Accelerated Learning Academy,Y,Y,San Bernardino,92407-6104,
School,Public Safety Academy,Y,Y,San Bernardino,92408-0161,
School,San Andreas High,N,Y,Highland,92346-2499,
School,San Bernardino High,N,Y,San Bernardino,92405,
School,San Gorgonio High,N,Y,San Bernardino,92404-6172,
School,Sierra High,N,Y,San Bernardino,92410-3898,
School,Stewart Academy,N,N,San Bernardino,92407-5194,
School,Virtual Academy,N,Y,San Bernardino,92404-3269,
School,Entrepreneur High Fontana,Y,Y,Fontana,92335-3802,
School,Excelsior Charter,Y,Y,Victorville,92395-5850,
School,Norton Science and Language Academy,Y,Y,San Bernardino,92408-2313,
School,Calico Continuation High,N,Y,Yermo,92327,
School,Silver Valley Academy,N,Y,Daggett,92327,
School,Silver Valley High,N,Y,Yermo,92398-0847,
School,Chaparral High,N,Y,Phelan,92329-6000,
School,Serrano High,N,Y,Phelan,92329-6000,
School,Snowline Academy,N,Y,Phelan,92371-8588,
School,Pioneer Point Christian Academy,N,N,Trona,93562-2554,
School,Trona High,N,Y,Trona,93562-2101,
School,Central Park Academy,N,N,Upland,91784-1820,
School,Faith Christian Academy,N,N,Upland,91786-6652,
School,HERMINIA DAZA FLOREZ ADVANCE COLLEGE,N,N,Upland,91784-1732,
School,Hillside High,N,Y,Upland,91786-5636,
School,Home Schooled,N,N,Information Redacted,Information Redacted,
School,Montessori Academy of Upland,N,N,Upland,91786-3659,
School,Stone Ridge Academy,N,N,Upland,91786-7148,
School,Upland High,N,Y,Upland,91786-4660,
School,Western Christian High School,N,N,Upland,91786-5907,
School,Bible Baptist Christian Academy,N,N,Victorville,92395-8401,
School,Cornerstone Christian Academy,N,N,Information Redacted,Information Redacted,
School,God's Grace Academy,N,N,Victorville,92395-3941,
School,Olive Tree Academy,N,N,Information Redacted,Information Redacted,
School,Victor Valley Christian Elementary,N,N,Victorville,92395-9711,
School,Victor Valley SDA,N,N,Victorville,92392-4640,
School,Adelanto High,N,Y,Adelanto,92392-5600,
School,Cobalt Institute of Math and Science Academy,N,Y,Victorville,92392-9373,
School,Goodwill High,N,Y,Victorville,92395-3655,
School,Goodwill Independent Study,N,Y,Victorville,92395-3655,
School,Lakeview Leadership Academy,N,Y,Victorville,92395-5101,
School,Options for Youth-Victor Valley Charter,Y,Y,Victorville,92392-9235,
School,Silverado High,N,Y,Victorville,92392-9316,
School,University Preparatory,N,Y,Victorville,92392-9339,
School,Vermont Christian School,N,N,Victorville,92394-7980,
School,Victor Valley Christian,N,N,Victorville,92395-9711,
School,Victor Valley High,N,Y,Victorville,92395-3822,
School,Victor Valley Virtual Academy,N,Y,Victorville,92395-3655,
School,Billhardt Bible Academy,N,N,Yucaipa,92399-5137,
School,Green Valley High,N,Y,Yucaipa,92399-5299,
School,Green Valley Independent Study,N,Y,Yucaipa,92399-6300,
School,Kinderfarm Academy,N,N,Loma Linda,92354,
School,Mesa Grande SDA Academy,N,N,Calimesa,92320-1439,
School,S.A.F.E.,N,N,Yucaipa,92399-4253,
School,Wildwood Christian School,N,N,Information Redacted,Information Redacted,
School,Yucaipa High,N,Y,Yucaipa,92399-1951,
School,Mountain View Learning Academy,N,Y,Alpine,91901-2615,
School,Bonsall High,N,Y,Bonsall,92003-4316,
School,Borrego Springs High,N,Y,Borrego Springs,92004-0235,
School,San Diego Workforce Innovation High,Y,Y,National City,91950-1967,
School,Bostonia Global,Y,Y,El Cajon,92021-5812,
School,Cajon Valley Home,N,Y,El Cajon,92019-4640,
School,The Kingdom of Light,N,N,El Cajon,92021-6540,
School,Accelerated Academics,N,N,San Diego,92154-1446,
School,Army and Navy Academy,N,N,Carlsbad,92008-2208,
School,Carlsbad High,N,Y,Carlsbad,92008-2729,
School,Carlsbad Seaside Academy,N,Y,Carlsbad,92008-2785,
School,Carlsbad Village Academy,N,Y,Carlsbad,92008-2785,
School,Futures Academy - Carlsbad,N,N,Carlsbad,92011-1065,
School,LV Academy,N,N,Carlsbad,92010-5604,
School,Pacific Ridge School,N,N,Carlsbad,92009-3094,
School,Sage Creek High,N,Y,Carlsbad,92010-5573,
School,Berean Bible Baptist Academy,N,N,Chula Vista,91910-3755,
School,Calvary Christian Academy,N,N,Chula Vista,91913-1719,
School,Chula Vista Learning Community Charter,Y,Y,Chula Vista,91911-1118,
School,Learning Choice Academy - Chula Vista,Y,Y,Chula Vista,91914-3563,
School,Mueller Charter (Robert L.),Y,Y,Chula Vista,91910-5112,
School,Rahib Academy,N,N,Chula Vista,91913-3676,
School,South Bay Christian Academy,N,N,Chula Vista,91910-1740,
School,Coronado High,N,Y,Coronado,92118-2113,
School,Cabrillo Point Academy,Y,Y,Poway,92064-8884,
School,Diego Hills Central Public Charter,Y,Y,San Diego,92115-5300,
School,MethodSchools,Y,Y,Murrieta,92563-2561,
School,Pacific Coast Academy,Y,Y,Poway,92064-8884,
School,San Diego Jewish Academy,N,N,San Diego,92130-2474,
School,Across Summercreek,N,N,Escondido,92029-5317,
School,Balboa School,N,N,Escondido,92025-2320,
School,Calvary Preparatory Academy,N,N,San Marcos,92078-5199,
School,Calvin Christian School of Escondido,N,N,Escondido,92026,
School,Kings Academy,N,N,Escondido,92027-1505,
School,Limitless Learning Academy,N,Y,Escondido,92029-2204,
School,Saint Mary - Saint Joseph Catholic School,N,N,Escondido,92025-6656,
School,Visitation Academy,N,N,Information Redacted,Information Redacted,
School,Audeo Charter School III,Y,Y,Escondido,92025-8006,
School,Classical Academy High,Y,Y,Escondido,92025-2808,
School,Del Lago Academy - Campus of Applied Science,N,Y,Escondido,92029-4211,
School,Escondido Adventist Academy,N,N,Escondido,92026-2210,
School,Escondido Charter High,Y,Y,Escondido,92027-2525,
School,Escondido High,N,Y,Escondido,92026-2015,
School,Orange Glen High,N,Y,Escondido,92027-4115,
School,San Pasqual High,N,Y,Escondido,92025-7636,
School,Valley High (Continuation),N,Y,Escondido,92027-5333,
School,Alpha and Omega Academy,N,N,Fallbrook,92028,
School,Canyon Ridge Christian Prep,N,N,Fallbrook,92028,
School,Fallbrook Homeschool Academy,N,Y,Fallbrook,92028-2108,
School,Family Education Academy,N,N,Fallbrook,92028-9574,
School,Grace Academy,N,N,Carlsbad,92009-5310,
School,Maie Ellis Elementary,N,Y,Fallbrook,92028-2108,
School,Topview Academy,N,N,Fallbrook,92028-9531,
School,Wildflower Academy,N,N,Information Redacted,Information Redacted,
School,WinterWarm Christian Academy,N,N,Fallbrook,92028-9512,
School,Apollos Classical Academy,N,N,Oceanside,92058-8262,
School,Fallbrook High,N,Y,Fallbrook,92028-4429,
School,Hope City,N,N,Fallbrook,92028-4601,
School,Ivy High (Continuation),N,Y,Fallbrook,92028-4500,
School,Oasis High (Alternative),N,Y,Fallbrook,92028-4500,
School,Abeka,N,N,El Cajon,92021-1209,
School,Chaparral High,N,Y,El Cajon,92020-1187,
School,Christian Junior/Senior High School,N,N,El Cajon,92019-1161,
School,El Cajon Valley High,N,Y,El Cajon,92021-6226,
School,El Capitan High,N,Y,Lakeside,92040-2406,
School,Foothills Christian High School,N,N,El Cajon,92020-2825,
School,Fred Finch Youth Center,N,N,Spring Valley,91977-1030,
School,Granite Hills High,N,Y,El Cajon,92019-1052,
School,Grossmont High,N,Y,La Mesa,91944-1043,
School,Grossmont Middle College High,N,Y,El Cajon,92020-1765,
School,Helix High,Y,Y,La Mesa,91941-6055,
School,IDEA Center,N,Y,El Cajon,92020-1187,
School,Monte Vista High,N,Y,Spring Valley,91977-6934,
School,Mount Miguel High,N,Y,Spring Valley,91977-3765,
School,Santana High,N,Y,Santee,92071-1903,
School,Steele Canyon High,Y,Y,Spring Valley,91978-2331,
School,The Learning Choice Academy - East County,Y,Y,La Mesa,91941-7965,
School,Valhalla High,N,Y,El Cajon,92019-3742,
School,West Hills High,N,Y,Santee,92071-2046,
School,Greater San Diego Academy,Y,Y,Jamul,91935-3208,
School,Brookfield Engineering Science Technology Academy,Y,Y,Julian,92036,
School,Diego Valley East Public Charter,Y,Y,El Cajon,92021-6449,
School,Harbor Springs Charter,Y,Y,Julian,92036,
School,JCS - Cedar Cove,Y,Y,Encinitas,92024-3840,
School,Julian Charter,Y,Y,Julian,92036,
School,Julian High,N,Y,Julian,92036-0417,
School,Elevation of Wolves Academy,N,N,Information Redacted,Information Redacted,
School,Excelsior Academy,N,N,Lamesa,91942-1534,
School,"Heartland Christian Homeschool Center, Inc.",N,N,Spring Valley,91977-2890,
School,Inland Pacific Learning Academy,N,N,Lakeside,92040-1172,
School,Lakeside Union Alternative Education,N,Y,Lakeside,92040-1046,
School,River Valley Charter,Y,Y,Lakeside,92040-2868,
School,Lighthouse Christian Academy,N,N,Lemon Grove,91945-4447,
School,Campo High (Continuation),N,Y,Pine Valley,91962-4005,
School,Compass Charter Schools of San Diego,Y,Y,Thousand Oaks,91361-2851,
School,Elite Academic Academy - Mountain Empire,Y,Y,Temecula,92590-5526,
School,Hillside Junior/Senior High,N,Y,Pine Valley,91962-4005,
School,JCS - Pine Valley,Y,Y,Pine Valley,91962,
School,Motivated Youth Academy,Y,Y,Escondido,92025-3875,
School,Mountain Empire High,N,Y,Pine Valley,91962-4005,
School,Risen K=12,N,N,Information Redacted,Information Redacted,
School,San Diego Virtual,Y,Y,San Diego,92108-3848,
School,Tecate Christian,N,N,Tecate,91980-1000,
School,Faithful Ambassadors Bible Baptist Academy,N,N,National City,91950-5143,
School,San Diego Academy,N,N,National City,91950-3057,
School,CAL Prep,N,N,Oceanside,92056-3790,
School,California Accelerated Learning Institute,N,N,Oceanside,92056-1703,
School,Coastal Academy Charter,Y,Y,Oceanside,92056-5805,
School,El Camino High,N,Y,Oceanside,92057-8316,
School,Oceanside High,N,Y,Oceanside,92054-3066,
School,Pacific View Charter,Y,Y,Oceanside,92056-2669,
School,Sacred Woven Circle Academy,N,N,Oceanside,92058-1110,
School,Surfside Academy,N,Y,Oceanside,92054-5103,
School,Surfside High (Continuation),N,Y,Oceanside,92054-5103,
School,TERI- The Learning Academy,N,N,Oceanside,92058-1311,
School,The Potters House,N,N,Information Redacted,Information Redacted,
School,West Coast Baptist School,N,N,Oceanside,92056-3580,
School,Abraxas Continuation High,N,Y,Poway,92064-3299,
School,Del Norte High,N,Y,San Diego,92127-4457,
School,Hindi Langauge Program,N,N,San Diego,92127-3434,
School,Mt. Carmel High,N,Y,San Diego,92129-2799,
School,Poway High,N,Y,Poway,92064-2299,
School,Poway to Palomar Middle College High,N,Y,San Diego,92127-1411,
School,Rancho Bernardo High,N,Y,San Diego,92128-4499,
School,Westview High,N,Y,San Diego,92129-4465,
School,Future Bound Independent Study Secondary,N,Y,Ramona,92065-2348,
School,Montecito High (Continuation),N,Y,Ramona,92065-2348,
School,Mountain Valley Academy,N,Y,Ramona,92065-3222,
School,Ramona Community Montessori,N,Y,Ramona,92065-3222,
School,Ramona Faith Academy,N,N,Ramona,92065-6754,
School,Ramona High,N,Y,Ramona,92065-3304,
School,Audeo Charter II,Y,Y,Oceanside,92056-4605,
School,Dimensions Collaborative,Y,Y,Escondido,92026-2242,
School,JCS - Manzanita,Y,Y,La Mesa,91942-6014,
School,Literacy First Charter,Y,Y,El Cajon,92020-5327,
School,Pacific Springs Charter,Y,Y,Chula Vista,91913-3953,
School,A Better Home School For You,N,N,Information Redacted,Information Redacted,
School,Academy of Our Lady of Peace,N,N,San Diego,92116-1340,
School,"ACES 2020 LLC, DBA: Aces Academy",N,N,San Diego,92103-4176,
School,America's Finest Charter,Y,Y,San Diego,92102-3619,
School,Aseltine School,N,N,San Diego,92103-2617,
School,Audeo Charter,Y,Y,San Diego,92121-2964,
School,Banyan Tree Foundations Academy-San Diego,N,N,San Diego,92117-5937,
School,Beacon Christian Academy,N,N,SAn Diego,92111-4531,
School,"Bishop's School, The",N,N,La Jolla,92037-4703,
School,Brookshire International Academy,N,N,La Mesa,91942-0362,
School,Canyon Hills High,N,Y,San Diego,92124-2037,
School,Charter School of San Diego,Y,Y,San Diego,92121-2964,
School,Children's Creative and Performing Arts Academy,N,N,San Diego,92104-1321,
School,City Heights Preparatory Charter,Y,Y,San Diego,92115-6009,
School,Clairemont High,N,Y,San Diego,92117-5853,
